county,Number of ELI HHs surveyed,Unweighted ELI obs < 10,State Name,County Name,Housing gap,Total ELI renters,Number of HUD asst units,Housing gap (asst off),Units per 100 renters,Units per 100 renters (asst off),AAA units,AAA units (asst off),Total Population 2013,"AAA units (asst off, no neg)"
6033,23.20827915,0,California,Lake County,2108.312888,2537.893585,224,2332.312888,16.92666308,8.100445884,429.5806964,205.5806964,63860,205.5806964
6035,10.94539716,0,California,Lassen County,493.6021042,857.0952131,97,590.6021042,42.40988672,31.09259098,363.4931089,266.4931089,,266.4931089
6037,5059,0,California,Los Angeles County,423330,520300,84804,508134,18.63732462,2.338266385,96970,12166,10017068,12166
6039,33,0,California,Madera County,3201,4542,491,3692,29.52443857,18.71422281,1341,850,152389,850
6041,65,0,California,Marin County,5604,7855,2178,7782,28.65690643,0.929344367,2251,73,258365,73
6043,4.458110014,1,California,Mariposa County,366.7208275,527.1302304,27,393.7208275,30.43069695,25.30862304,160.4094029,133.4094029,,133.4094029
6045,27.79172085,0,California,Mendocino County,2524.687112,3039.106415,563,3087.687112,16.92666308,0,514.4193036,-48.58069643,87192,0
6047,86,0,California,Merced County,7529,9144,1513,9042,17.66185477,1.115485564,1615,102,263228,102
6049,4.005049974,1,California,Modoc County,180.6148343,313.621252,78,258.6148343,42.40988672,17.53912317,133.0064177,55.00641768,,55.00641768
6051,4.534273625,1,California,Mono County,372.9859897,536.1358721,3,375.9859897,30.43069695,29.8711373,163.1498825,160.1498825,,160.1498825
6053,116.124547,0,California,Monterey County,9608.606362,11199.01275,2419,12027.60636,14.20130885,0,1590.406388,-828.5936116,428826,0
6055,41,0,California,Napa County,3505,4292,823,4328,18.33643989,0,787,-36,140326,0
6057,20.61552429,0,California,Nevada County,1911.353609,2777.205629,113,2024.353609,31.17709438,27.10825631,865.85202,752.85202,98200,752.85202
6059,869,0,California,Orange County,85307,102828,17932,103239,17.03913331,0,17521,-411,3114363,0
6061,84,0,California,Placer County,6830,8272,656,7486,17.43230174,9.501934236,1442,786,367309,786
6063,7.77527617,1,California,Plumas County,350.6398738,608.8542872,139,489.6398738,42.40988672,19.5801222,258.2144135,119.2144135,,119.2144135
6065,512,0,California,Riverside County,45004,55054,5247,50251,18.25480437,8.724161732,10050,4803,2292507,4803
6067,537,0,California,Sacramento County,51124,63033,11022,62146,18.89327812,1.407199404,11909,887,1462131,887
6069,19.87545296,0,California,San Benito County,1601.393638,2182.98725,122,1723.393638,26.64209842,21.05342629,581.5936116,459.5936116,,459.5936116
6071,460,0,California,San Bernardino County,48828,57303,6567,55395,14.78980158,3.329668604,8475,1908,2088371,1908
6073,1002,0,California,San Diego County,95808,116512,18172,113980,17.76984345,2.173166712,20704,2532,3211252,2532
6075,492,0,California,San Francisco County,38595,59540,16112,54707,35.17803158,8.117232113,20945,4833,837442,4833
6077,214,0,California,San Joaquin County,19107,22551,3329,22436,15.27205002,0.509955213,3444,115,704379,115
6079,83,0,California,San Luis Obispo County,8466,10025,1141,9607,15.5511222,4.16957606,1559,418,276443,418
6081,155,0,California,San Mateo County,14973,19439,3455,18428,22.97443284,5.200884819,4466,1011,747373,1011
6083,150,0,California,Santa Barbara County,12287,16519,3945,16232,25.6189842,1.737393305,4232,287,435697,287
6085,530,0,California,Santa Clara County,48432,61445,6943,55375,21.17828953,9.878753357,13013,6070,1862041,6070
6087,88,0,California,Santa Cruz County,8768,12226,2831,11599,28.28398495,5.128414854,3458,627,269419,627
6089,60,0,California,Shasta County,5052,6482,1121,6173,22.06109226,4.767047208,1430,309,178980,309
6091,0.384475715,1,California,Sierra County,35.64639129,51.79437131,5,40.64639129,31.17709438,21.52353575,16.14798003,11.14798003,,11.14798003
6093,25.76538664,0,California,Siskiyou County,1161.935823,2017.596002,265,1426.935823,42.40988672,29.27544356,855.6601789,590.6601789,,590.6601789
6095,125,0,California,Solano County,11526,14005,2916,14442,17.70082114,0,2479,-437,424788,0
6097,130,0,California,Sonoma County,11416,16413,3552,14968,30.44537866,8.803996832,4997,1445,495025,1445
6099,139,0,California,Stanislaus County,14556,16463,2450,17006,11.58355099,0,1907,-543,525491,0
6101,26.33593102,0,California,Sutter County,2243.492124,2813.555298,436,2679.492124,20.26131045,4.764902745,570.0631736,134.0631736,95350,134.0631736
6103,19.85904981,0,California,Tehama County,946.4405052,1975.452849,292,1238.440505,52.08994709,37.30852621,1029.012344,737.0123439,,737.0123439
6105,4.161619061,1,California,Trinity County,198.3340032,413.9715803,10,208.3340032,52.08994709,49.67432233,215.6375772,205.6375772,,205.6375772
6107,162,0,California,Tulare County,15089,17381,1144,16233,13.18681319,6.604913411,2292,1148,454143,1148
6109,19.94471086,0,California,Tuolumne County,1640.637142,2358.277386,120,1760.637142,30.43069695,25.34223701,717.6402445,597.6402445,,597.6402445
6111,199,0,California,Ventura County,15378,21593,5152,20530,28.7824758,4.922891678,6215,1063,839620,1063
6113,96,0,California,Yolo County,8646,10729,1608,10254,19.41467052,4.427253239,2083,475,204593,475
6115,21.66406898,0,California,Yuba County,1845.507876,2314.444702,433,2278.507876,20.26131045,1.552719162,468.9368264,35.9368264,73340,35.9368264
8001,93.11881597,0,Colorado,Adams County,9390.215638,11248.77154,2365,11755.21564,16.5223011,0,1858.555904,-506.4440958,469193,0
8003,10.61908916,0,Colorado,Alamosa County,204.3020415,675.9281103,155,359.3020415,69.77459016,46.84315742,471.6260688,316.6260688,,316.6260688
8005,155.3998118,0,Colorado,Arapahoe County,16437.8221,20097.5052,3003,19440.8221,18.2096388,3.267485681,3659.683105,656.6831048,607070,656.6831048
8007,3.621804743,1,Colorado,Archuleta County,259.9550354,309.0304897,69,328.9550354,15.88045708,0,49.07545427,-19.92454573,,0
8009,1.091607049,1,Colorado,Baca County,21.00157041,69.48316175,28,49.00157041,69.77459016,29.47705722,48.48159135,20.48159135,,20.48159135
8011,3.026175585,1,Colorado,Bent County,161.7030345,220.0555942,57,218.7030345,26.51718984,0.614644519,58.35255965,1.352559648,,1.352559648
8013,117.5319274,0,Colorado,Boulder County,11396.24333,14694.07838,2271,13667.24333,22.44329291,6.988087479,3297.835052,1026.835052,310048,1026.835052
8014,9.677827111,1,Colorado,Broomfield County,880.7708963,1048.790335,,880.7708963,16.02030773,16.02030773,168.0194391,168.0194391,,168.0194391
8015,4.391739931,1,Colorado,Chaffee County,401.112247,529.7536291,73,474.112247,24.28324698,10.50325643,128.6413821,55.64138213,,55.64138213
8017,0.255733148,1,Colorado,Cheyenne County,13.66504517,18.59624739,7,20.66504517,26.51718984,0,4.931202224,-2.068797776,,0
8019,1.347798341,1,Colorado,Clear Creek County,155.5022336,175.2137843,16,171.5022336,11.25,2.118298368,19.71155073,3.711550734,,3.711550734
8021,2.472168906,1,Colorado,Conejos County,47.56238004,157.3589251,75,122.56238,69.77459016,22.11285129,109.7965451,34.79654511,,34.79654511
8023,1.195951841,1,Colorado,Costilla County,23.00907346,76.12493457,38,61.00907346,69.77459016,19.85664906,53.11586111,15.11586111,,15.11586111
8025,0.831132731,1,Colorado,Crowley County,44.4113968,60.43780403,20,64.4113968,26.51718984,0,16.02640723,-3.973592773,,0
8027,0.819464322,1,Colorado,Custer County,74.8444081,98.84788387,5,79.8444081,24.28324698,19.22496975,24.00347577,19.00347577,,19.00347577
8029,8.60563703,1,Colorado,Delta County,678.0648488,782.2227314,181,859.0648488,13.31562974,0,104.1578827,-76.84211732,,0
8031,307.6614714,0,Colorado,Denver County,29202.61847,39793.16695,12132,41334.61847,26.61398749,0,10590.54847,-1541.451526,649495,0
8033,0.240221743,1,Colorado,Dolores County,17.24191561,20.49692023,,17.24191561,15.88045708,15.88045708,3.25500462,3.25500462,,3.25500462
8035,21.77313073,0,Colorado,Douglas County,1728.369473,1906.09281,77,1805.369473,9.323960316,5.28428294,177.7233372,100.7233372,305963,100.7233372
8037,5.287793757,1,Colorado,Eagle County,254.7755174,465.8065591,27,281.7755174,45.30443756,39.50804001,211.0310417,184.0310417,,184.0310417
8039,1.503099375,1,Colorado,Elbert County,112.6795275,129.322335,9,121.6795275,12.86924452,5.909889818,16.64280751,7.642807505,,7.642807505
8041,120.1742658,0,Colorado,El Paso County,12091.1988,14942.36457,2728,14819.1988,19.08108822,0.824272253,2851.165765,123.1657651,655044,123.1657651
8043,11.78163975,0,Colorado,Fremont County,1076.05643,1421.160294,190,1266.05643,24.28324698,10.91388951,345.1038642,155.1038642,,155.1038642
8045,15.98564084,0,Colorado,Garfield County,1736.680021,1922.752881,360,2096.680021,9.677419355,0,186.0728594,-173.9271406,,0
8047,1.843012125,1,Colorado,Gilpin County,212.6375239,239.5915763,13,225.6375239,11.25,5.824099723,26.95405233,13.95405233,,13.95405233
8049,0.898982813,1,Colorado,Grand County,43.31462645,79.19221326,43,86.31462645,45.30443756,0,35.87758681,-7.122413188,,0
8051,8.364644287,1,Colorado,Gunnison County,600.3723437,713.7132738,81,681.3723437,15.88045708,4.531361721,113.3409301,32.34093009,,32.34093009
8053,0.129350169,1,Colorado,Hinsdale County,9.284108408,11.0368032,,9.284108408,15.88045708,15.88045708,1.752694795,1.752694795,,1.752694795
8055,1.943160908,1,Colorado,Huerfano County,177.4753629,234.3937845,105,282.4753629,24.28324698,0,56.91842159,-48.08157841,,0
8057,0.117678008,1,Colorado,Jackson County,5.669940372,10.36636268,,5.669940372,45.30443756,45.30443756,4.696422308,4.696422308,,4.696422308
8059,119.298248,0,Colorado,Jefferson County,10667.62623,14168.97417,2356,13023.62623,24.7113722,8.083492354,3501.347944,1145.347944,551798,1145.347944
8061,0.54343294,1,Colorado,Kiowa County,29.03822099,39.51702571,7,36.03822099,26.51718984,8.803306076,10.47880473,3.478804726,,3.478804726
8063,3.047486681,1,Colorado,Kit Carson County,162.8417883,221.6052815,53,215.8417883,26.51718984,2.600792332,58.76349317,5.763493167,,5.763493167
8065,2.438765079,1,Colorado,Lake County,222.7405439,294.1760376,35,257.7405439,24.28324698,12.38560899,71.43549376,36.43549376,,36.43549376
8067,18.7434555,0,Colorado,La Plata County,1345.311518,1599.28534,250,1595.311518,15.88045708,0.248474859,253.973822,3.97382199,,3.97382199
8069,87,0,Colorado,Larimer County,9193,10790,1728,10921,14.80074143,0,1597,-131,315988,0
8071,7.111498866,1,Colorado,Las Animas County,136.8190543,452.6623626,255,391.8190543,69.77459016,13.44121212,315.8433083,60.84330832,,60.84330832
8073,2.653231411,1,Colorado,Lincoln County,141.7748436,192.9360667,48,189.7748436,26.51718984,1.63848218,51.16122307,3.161223072,,3.161223072
8075,9.803104007,1,Colorado,Logan County,523.8267315,712.8561501,147,670.8267315,26.51718984,5.895918633,189.0294186,42.02941858,,42.02941858
8077,34.7312099,0,Colorado,Mesa County,4828.200504,5918.257562,1133,5961.200504,18.41854712,0,1090.057058,-42.94294225,147554,0
8079,0.208689583,1,Colorado,Mineral County,4.015006107,13.28354563,,4.015006107,69.77459016,69.77459016,9.268539522,9.268539522,,9.268539522
8081,2.472965786,1,Colorado,Moffat County,268.663003,297.4483248,114,382.663003,9.677419355,0,28.78532175,-85.21467825,,0
8083,8.469356329,1,Colorado,Montezuma County,607.8880505,722.6478288,202,809.8880505,15.88045708,0,114.7597783,-87.24022174,,0
8085,13.03139322,0,Colorado,Montrose County,1026.783914,1184.508708,285,1311.783914,13.31562974,0,157.7247938,-127.2752062,,0
8087,15.46119991,0,Colorado,Morgan County,826.1658559,1124.298124,165,991.1658559,26.51718984,11.84136707,298.1322678,133.1322678,,133.1322678
8089,10.11341825,0,Colorado,Otero County,194.5733729,643.7410574,336,530.5733729,69.77459016,17.57969035,449.1676845,113.1676845,,113.1676845
8091,1.123052246,1,Colorado,Ouray County,88.48877177,102.0815765,7,95.48877177,13.31562974,6.458368875,13.59280477,6.592804766,,6.592804766
8093,1.918626048,1,Colorado,Park County,175.2345124,231.434267,12,187.2345124,24.28324698,19.0981894,56.19975465,44.19975465,,44.19975465
8095,1.91799861,1,Colorado,Phillips County,102.4878388,139.4718555,34,136.4878388,26.51718984,2.139511709,36.98401668,2.984016678,,2.984016678
8097,1.524026657,1,Colorado,Pitkin County,73.43037531,134.2528937,5,78.43037531,45.30443756,41.58012306,60.82251842,55.82251842,,55.82251842
8099,5.3697435,1,Colorado,Prowers County,103.3091956,341.7958472,190,293.3091956,69.77459016,14.18585157,238.4866515,48.48665154,,48.48665154
8101,65.81897528,0,Colorado,Pueblo County,4223.698422,6303.386782,1853,6076.698422,32.99318972,3.596294623,2079.68836,226.6883599,161451,226.6883599
8103,0.717957809,1,Colorado,Rio Blanco County,77.99893636,86.35596525,25,102.9989364,9.677419355,0,8.357028896,-16.6429711,,0
8105,4.67143605,1,Colorado,Rio Grande County,89.87436748,297.3470599,100,189.8743675,69.77459016,36.14385575,207.4726924,107.4726924,,107.4726924
8107,5.823435561,1,Colorado,Routt County,632.6580394,700.4428293,37,669.6580394,9.677419355,4.395046768,67.78478993,30.78478993,,30.78478993
8109,3.034025476,1,Colorado,Saguache County,58.37201187,193.1223172,42,100.3720119,69.77459016,48.02671524,134.7503054,92.75030536,,92.75030536
8111,0.431167231,1,Colorado,San Juan County,30.94702803,36.78934401,3,33.94702803,15.88045708,7.725921895,5.842315984,2.842315984,,2.842315984
8113,3.508707608,1,Colorado,San Miguel County,276.4619615,318.9294226,31,307.4619615,13.31562974,3.595610889,42.46746105,11.46746105,,11.46746105
8115,1.03358814,1,Colorado,Sedgwick County,55.22955756,75.15983322,23,78.22955756,26.51718984,0,19.93027565,-3.069724346,,0
8117,3.171518765,1,Colorado,Summit County,152.8095405,279.3819712,15,167.8095405,45.30443756,39.93544402,126.5724307,111.5724307,,111.5724307
8119,1.825734158,1,Colorado,Teller County,83.80119784,131.6354328,29,112.8011978,36.33841886,14.30787633,47.83423493,18.83423493,,18.83423493
8121,1.736854297,1,Colorado,Washington County,92.80843178,126.2995136,14,106.8084318,26.51718984,15.43242822,33.49108177,19.49108177,,19.49108177
8123,63.78416759,0,Colorado,Weld County,4197.141174,6751.51446,1710,5907.141174,37.83407857,12.50642786,2554.373285,844.3732854,269785,844.3732854
8125,3.750752838,1,Colorado,Yuma County,200.4206625,272.7449618,55,255.4206625,26.51718984,6.351831091,72.32429928,17.32429928,,17.32429928
9001,312,0,Connecticut,Fairfield County,21096,36336,11408,32504,41.94187583,10.54601497,15240,3832,939904,3832
9003,354,0,Connecticut,Hartford County,25928,40001,14824,40752,35.18162046,0,14073,-751,898272,0
9005,51,0,Connecticut,Litchfield County,2616,4636,1184,3800,43.57204487,18.03278689,2020,836,186924,836
9007,36,0,Connecticut,Middlesex County,2883,4743,1105,3988,39.21568628,15.91819524,1860,755,165562,755
9009,339,0,Connecticut,New Haven County,29793,44059,14487,44280,32.37930956,0,14266,-221,862287,0
9011,62,0,Connecticut,New London County,4883,8607,2492,7375,43.26710817,14.31393052,3724,1232,274150,1232
9013,29,0,Connecticut,Tolland County,1987,2931,784,2771,32.20743774,5.458887752,944,160,151377,160
9015,43,0,Connecticut,Windham County,4105,5738,1382,5487,28.45939352,4.374346462,1633,251,117604,251
10001,34,0,Delaware,Kent County,2651,4067,1184,3835,34.81681829,5.704450455,1416,232,169416,232
10003,116,0,Delaware,New Castle County,9699,15014,5236,14935,35.40029306,0.52617557,5315,79,549684,79
10005,32,0,Delaware,Sussex County,2189,3305,772,2961,33.76701967,10.40847201,1116,344,206649,344
11001,498,0,District of Columbia,District of Columbia,32496,55004,19354,51850,40.92066032,5.734128427,22508,3154,646449,3154
12001,142,0,Florida,Alachua County,12421,15878,2213,14634,21.77226351,7.834739892,3457,1244,253451,1244
12003,4.854069767,1,Florida,Baker County,244.180814,351.8145349,170,414.180814,30.59388122,0,107.6337209,-62.36627907,,0
12005,63.61619342,0,Florida,Bay County,3224.218368,5481.470595,1243,4467.218368,41.17968323,18.50328685,2257.252228,1014.252228,174987,1014.252228
12007,7.35393515,1,Florida,Bradford County,282.7022378,465.9849292,77,359.7022378,39.3323217,22.80818215,183.2826914,106.2826914,,106.2826914
12009,129,0,Florida,Brevard County,11092,14458,2710,13802,23.28122839,4.537280398,3366,656,550823,656
12011,464,0,Florida,Broward County,44569,52674,7122,51691,15.387098,1.866195846,8105,983,1838844,983
12013,3.978479598,1,Florida,Calhoun County,175.7263835,361.980436,71,246.7263835,51.45417653,31.83985682,186.2540525,115.2540525,,115.2540525
12015,23,0,Florida,Charlotte County,2196,2401,352,2548,8.538109121,0,205,-147,164736,0
12017,25,0,Florida,Citrus County,2199,2744,52,2251,19.86151604,17.9664723,545,493,139271,493
12019,21,0,Florida,Clay County,2195,2379,217,2412,7.734342161,0,184,-33,196399,0
12021,68,0,Florida,Collier County,5415,6816,648,6063,20.55457747,11.04753521,1401,753,339642,753
12023,22.65550312,0,Florida,Columbia County,870.9298219,1435.574669,131,1001.929822,39.3323217,30.2070562,564.644847,433.644847,67543,433.644847
12027,7.167274385,1,Florida,DeSoto County,447.4703738,736.2921604,66,513.4703738,39.22651934,30.26268629,288.8217867,222.8217867,,222.8217867
12029,2.833916882,1,Florida,Dixie County,108.9423048,179.5722332,24,132.9423048,39.3323217,25.96722646,70.62992845,46.62992845,,46.62992845
12031,272,0,Florida,Duval County,20815,29465,8752,29567,29.35686408,0,8650,-102,885855,0
12033,84,0,Florida,Escambia County,4727,6893,2722,7449,31.42318294,0,2166,-556,305817,0
12035,14.46288552,0,Florida,Flagler County,1169.565342,1335.40643,244,1413.565342,12.41877256,0,165.8410873,-78.1589127,99956,0
12037,4.677892678,1,Florida,Franklin County,206.6189212,425.6162661,49,255.6189212,51.45417653,39.94145864,218.9973449,169.9973449,,169.9973449
12039,18.92956959,0,Florida,Gadsden County,836.1045277,1722.299609,474,1310.104528,51.45417653,23.93283253,886.1950811,412.1950811,,412.1950811
12041,4.306287106,1,Florida,Gilchrist County,165.5436139,272.8695387,31,196.5436139,39.3323217,27.97158127,107.3259248,76.3259248,,76.3259248
12043,2.540147986,1,Florida,Glades County,144.8988764,219.1153741,1,145.8988764,33.87096774,33.41458717,74.21649767,73.21649767,,73.21649767
12045,5.967719396,1,Florida,Gulf County,263.5895752,542.970654,32,295.5895752,51.45417653,45.56067202,279.3810788,247.3810788,,247.3810788
12047,3.320696721,1,Florida,Hamilton County,85.15215164,269.8066086,57,142.1521516,68.43956044,47.31331735,184.654457,127.654457,,127.654457
12049,5.896839866,1,Florida,Hardee County,368.1540565,605.7807657,65,433.1540565,39.22651934,28.49656493,237.6267092,172.6267092,,172.6267092
12051,9.782406139,1,Florida,Hendry County,558.0224719,843.83886,79,637.0224719,33.87096774,24.50899074,285.8163881,206.8163881,,206.8163881
