l30_4,county,Total,units_no_USDA,per100_no_USDA,abbrev,countyname,population,state_flag,Gap_No_USDA,Units,Gap,per100,All_HUD,All_HUD_noPH,PH,over_flag,Units_No_HUD,Unitsnoasst,eli,gap_no_hud,gap_no_assisted,per100_no_HUD,per100_no_assisted,ST_Total,ST_Gap_No_assisted,ST_eli,eli_TPaff_noPH,ST_Per100_No_Assisted,ST_Unitsnoasst,puh_1_total,ST_Units_no_USDA,ST_Per100_No_USDA,ST_population,ST_Units_No_HUD,ST_Units,ST_Gap_No_HUD,ST_Gap_No_USDA,ST_Gap,ST_per100,ST_per100_No_HUD,MinEli,MaxEli,min_max_same,USDA
9750,05017,,,,AR,Chicot County,,,,,,,,,,,,,,,,,,69858,39999,16308,16491,42.742420338,29859,4744,46167,66.086919179,2947036,29859,46167,39999,23691,23691,66.086919179,42.742420338,9750,14150,,
10550,05019,,,,AR,Clark County,,,,,,,,,,,,,,,,,,69858,39999,16308,16491,42.742420338,29859,4744,46167,66.086919179,2947036,29859,46167,39999,23691,23691,66.086919179,42.742420338,9750,14150,,
9750,05021,,,,AR,Clay County,,,,,,,,,,,,,,,,,,69858,39999,16308,16491,42.742420338,29859,4744,46167,66.086919179,2947036,29859,46167,39999,23691,23691,66.086919179,42.742420338,9750,14150,,
9800,05023,,,,AR,Cleburne County,,,,,,,,,,,,,,,,,,69858,39999,16308,16491,42.742420338,29859,4744,46167,66.086919179,2947036,29859,46167,39999,23691,23691,66.086919179,42.742420338,9750,14150,,
10100,05025,,,,AR,Cleveland County,,,,,,,,,,,,,,,,,,69858,39999,16308,16491,42.742420338,29859,4744,46167,66.086919179,2947036,29859,46167,39999,23691,23691,66.086919179,42.742420338,9750,14150,,
10150,05027,,,,AR,Columbia County,,,,,,,,,,,,,,,,,,69858,39999,16308,16491,42.742420338,29859,4744,46167,66.086919179,2947036,29859,46167,39999,23691,23691,66.086919179,42.742420338,9750,14150,,
10300,05029,,,,AR,Conway County,,,,,,,,,,,,,,,,,,69858,39999,16308,16491,42.742420338,29859,4744,46167,66.086919179,2947036,29859,46167,39999,23691,23691,66.086919179,42.742420338,9750,14150,,
11450,05031,3096.6153846,2104.2307692,67.952603339,AR,Craighead County,99835,0,992.38461538,2104.2307692,992.38461538,67.952603339,913,830,83,0,1198.2307692,1198.2307692,906,1898.3846154,1898.3846154,38.694852941,38.694852941,,,,,,,,,,,,,,,,,,,,,
11300,05033,,,,AR,Crawford County,,,,,,,,,,,,,,,,,,69858,39999,16308,16491,42.742420338,29859,4744,46167,66.086919179,2947036,29859,46167,39999,23691,23691,66.086919179,42.742420338,9750,14150,,
15350,05035,2547.4209179,1618.0074968,63.515514277,AR,Crittenden County,50172,0,929.4134211,1618.0074968,929.4134211,63.515514277,673,519,154,0,996.0074968,996.0074968,622,1551.4134211,1551.4134211,39.098662094,39.098662094,,,,,,,,,,,,,,,,,,,,,
9750,05037,,,,AR,Cross County,,,,,,,,,,,,,,,,,,69858,39999,16308,16491,42.742420338,29859,4744,46167,66.086919179,2947036,29859,46167,39999,23691,23691,66.086919179,42.742420338,9750,14150,,
9950,05039,,,,AR,Dallas County,,,,,,,,,,,,,,,,,,69858,39999,16308,16491,42.742420338,29859,4744,46167,66.086919179,2947036,29859,46167,39999,23691,23691,66.086919179,42.742420338,9750,14150,,
9750,05041,,,,AR,Desha County,,,,,,,,,,,,,,,,,,69858,39999,16308,16491,42.742420338,29859,4744,46167,66.086919179,2947036,29859,46167,39999,23691,23691,66.086919179,42.742420338,9750,14150,,
9800,05043,,,,AR,Drew County,,,,,,,,,,,,,,,,,,69858,39999,16308,16491,42.742420338,29859,4744,46167,66.086919179,2947036,29859,46167,39999,23691,23691,66.086919179,42.742420338,9750,14150,,
14150,05045,2555.8506904,1476.1934695,57.757422021,AR,Faulkner County,117804,0,1079.6572209,1476.1934695,1079.6572209,57.757422021,381,328,53,0,1104.1934695,1104.1934695,372,1451.6572209,1451.6572209,43.202581185,43.202581185,,,,,,,,,,,,,,,,,,,,,
9800,05047,,,,AR,Franklin County,,,,,,,,,,,,,,,,,,69858,39999,16308,16491,42.742420338,29859,4744,46167,66.086919179,2947036,29859,46167,39999,23691,23691,66.086919179,42.742420338,9750,14150,,
9750,05049,,,,AR,Fulton County,,,,,,,,,,,,,,,,,,69858,39999,16308,16491,42.742420338,29859,4744,46167,66.086919179,2947036,29859,46167,39999,23691,23691,66.086919179,42.742420338,9750,14150,,
11200,05051,2376.5464341,1825.2929708,76.804431194,AR,Garland County,96804,0,551.25346331,1825.2929708,551.25346331,76.804431194,672,564,108,0,1156.2929708,1156.2929708,669,1220.2534633,1220.2534633,48.654339515,48.654339515,,,,,,,,,,,,,,,,,,,,,
10400,05053,,,,AR,Grant County,,,,,,,,,,,,,,,,,,69858,39999,16308,16491,42.742420338,29859,4744,46167,66.086919179,2947036,29859,46167,39999,23691,23691,66.086919179,42.742420338,9750,14150,,
10400,05055,,,,AR,Greene County,,,,,,,,,,,,,,,,,,69858,39999,16308,16491,42.742420338,29859,4744,46167,66.086919179,2947036,29859,46167,39999,23691,23691,66.086919179,42.742420338,9750,14150,,
9750,05057,,,,AR,Hempstead County,,,,,,,,,,,,,,,,,,69858,39999,16308,16491,42.742420338,29859,4744,46167,66.086919179,2947036,29859,46167,39999,23691,23691,66.086919179,42.742420338,9750,14150,,
9750,05059,,,,AR,Hot Spring County,,,,,,,,,,,,,,,,,,69858,39999,16308,16491,42.742420338,29859,4744,46167,66.086919179,2947036,29859,46167,39999,23691,23691,66.086919179,42.742420338,9750,14150,,
10400,05061,,,,AR,Howard County,,,,,,,,,,,,,,,,,,69858,39999,16308,16491,42.742420338,29859,4744,46167,66.086919179,2947036,29859,46167,39999,23691,23691,66.086919179,42.742420338,9750,14150,,
10400,05063,,,,AR,Independence County,,,,,,,,,,,,,,,,,,69858,39999,16308,16491,42.742420338,29859,4744,46167,66.086919179,2947036,29859,46167,39999,23691,23691,66.086919179,42.742420338,9750,14150,,
9750,05065,,,,AR,Izard County,,,,,,,,,,,,,,,,,,69858,39999,16308,16491,42.742420338,29859,4744,46167,66.086919179,2947036,29859,46167,39999,23691,23691,66.086919179,42.742420338,9750,14150,,
9750,05067,,,,AR,Jackson County,,,,,,,,,,,,,,,,,,69858,39999,16308,16491,42.742420338,29859,4744,46167,66.086919179,2947036,29859,46167,39999,23691,23691,66.086919179,42.742420338,9750,14150,,
11200,05069,2729.5127986,1910.2303754,69.984298164,AR,Jefferson County,74655,0,819.28242321,1910.2303754,819.28242321,69.984298164,943,850,93,0,967.23037543,967.23037543,943,1762.2824232,1762.2824232,35.436008064,35.436008064,,,,,,,,,,,,,,,,,,,,,
9800,05071,,,,AR,Johnson County,,,,,,,,,,,,,,,,,,69858,39999,16308,16491,42.742420338,29859,4744,46167,66.086919179,2947036,29859,46167,39999,23691,23691,66.086919179,42.742420338,9750,14150,,
9750,05073,,,,AR,Lafayette County,,,,,,,,,,,,,,,,,,69858,39999,16308,16491,42.742420338,29859,4744,46167,66.086919179,2947036,29859,46167,39999,23691,23691,66.086919179,42.742420338,9750,14150,,
9750,05075,,,,AR,Lawrence County,,,,,,,,,,,,,,,,,,69858,39999,16308,16491,42.742420338,29859,4744,46167,66.086919179,2947036,29859,46167,39999,23691,23691,66.086919179,42.742420338,9750,14150,,
9750,05077,,,,AR,Lee County,,,,,,,,,,,,,,,,,,69858,39999,16308,16491,42.742420338,29859,4744,46167,66.086919179,2947036,29859,46167,39999,23691,23691,66.086919179,42.742420338,9750,14150,,
10150,05079,,,,AR,Lincoln County,,,,,,,,,,,,,,,,,,69858,39999,16308,16491,42.742420338,29859,4744,46167,66.086919179,2947036,29859,46167,39999,23691,23691,66.086919179,42.742420338,9750,14150,,
10550,05081,,,,AR,Little River County,,,,,,,,,,,,,,,,,,69858,39999,16308,16491,42.742420338,29859,4744,46167,66.086919179,2947036,29859,46167,39999,23691,23691,66.086919179,42.742420338,9750,14150,,
10000,05083,,,,AR,Logan County,,,,,,,,,,,,,,,,,,69858,39999,16308,16491,42.742420338,29859,4744,46167,66.086919179,2947036,29859,46167,39999,23691,23691,66.086919179,42.742420338,9750,14150,,
14150,05085,,,,AR,Lonoke County,,,,,,,,,,,,,,,,,,69858,39999,16308,16491,42.742420338,29859,4744,46167,66.086919179,2947036,29859,46167,39999,23691,23691,66.086919179,42.742420338,9750,14150,,
9750,05087,,,,AR,Madison County,,,,,,,,,,,,,,,,,,69858,39999,16308,16491,42.742420338,29859,4744,46167,66.086919179,2947036,29859,46167,39999,23691,23691,66.086919179,42.742420338,9750,14150,,
9750,05089,,,,AR,Marion County,,,,,,,,,,,,,,,,,,69858,39999,16308,16491,42.742420338,29859,4744,46167,66.086919179,2947036,29859,46167,39999,23691,23691,66.086919179,42.742420338,9750,14150,,
12100,05091,1428.2804699,1130.1007342,79.123166495,AR,Miller County,43537,0,298.17973568,1130.1007342,298.17973568,79.123166495,531,370,161,0,600.10073421,600.10073421,530,828.17973568,828.17973568,42.015608759,42.015608759,,,,,,,,,,,,,,,,,,,,,
10700,05093,2487.5790821,1341.9925032,53.947732269,AR,Mississippi County,45385,0,1145.5865789,1341.9925032,1145.5865789,53.947732269,571,238,333,0,789.9925032,789.9925032,552,1697.5865789,1697.5865789,31.757482963,31.757482963,,,,,,,,,,,,,,,,,,,,,
9750,05095,,,,AR,Monroe County,,,,,,,,,,,,,,,,,,69858,39999,16308,16491,42.742420338,29859,4744,46167,66.086919179,2947036,29859,46167,39999,23691,23691,66.086919179,42.742420338,9750,14150,,
9750,05097,,,,AR,Montgomery County,,,,,,,,,,,,,,,,,,69858,39999,16308,16491,42.742420338,29859,4744,46167,66.086919179,2947036,29859,46167,39999,23691,23691,66.086919179,42.742420338,9750,14150,,
10400,05099,,,,AR,Nevada County,,,,,,,,,,,,,,,,,,69858,39999,16308,16491,42.742420338,29859,4744,46167,66.086919179,2947036,29859,46167,39999,23691,23691,66.086919179,42.742420338,9750,14150,,
9750,05101,,,,AR,Newton County,,,,,,,,,,,,,,,,,,69858,39999,16308,16491,42.742420338,29859,4744,46167,66.086919179,2947036,29859,46167,39999,23691,23691,66.086919179,42.742420338,9750,14150,,
10400,05103,,,,AR,Ouachita County,,,,,,,,,,,,,,,,,,69858,39999,16308,16491,42.742420338,29859,4744,46167,66.086919179,2947036,29859,46167,39999,23691,23691,66.086919179,42.742420338,9750,14150,,
9750,05105,,,,AR,Perry County,,,,,,,,,,,,,,,,,,69858,39999,16308,16491,42.742420338,29859,4744,46167,66.086919179,2947036,29859,46167,39999,23691,23691,66.086919179,42.742420338,9750,14150,,
9750,05107,1322.7933884,966.65589782,73.07686191,AR,Phillips County,20847,0,356.13749061,966.65589782,356.13749061,73.07686191,520,304,216,0,446.65589782,446.65589782,520,876.13749061,876.13749061,33.766112057,33.766112057,,,,,,,,,,,,,,,,,,,,,
10100,05109,,,,AR,Pike County,,,,,,,,,,,,,,,,,,69858,39999,16308,16491,42.742420338,29859,4744,46167,66.086919179,2947036,29859,46167,39999,23691,23691,66.086919179,42.742420338,9750,14150,,
9750,05111,,,,AR,Poinsett County,,,,,,,,,,,,,,,,,,69858,39999,16308,16491,42.742420338,29859,4744,46167,66.086919179,2947036,29859,46167,39999,23691,23691,66.086919179,42.742420338,9750,14150,,
9850,05113,,,,AR,Polk County,,,,,,,,,,,,,,,,,,69858,39999,16308,16491,42.742420338,29859,4744,46167,66.086919179,2947036,29859,46167,39999,23691,23691,66.086919179,42.742420338,9750,14150,,
11300,05115,1086.9537945,783.39876785,72.072867481,AR,Pope County,62687,0,303.5550266,783.39876785,303.5550266,72.072867481,379,320,59,0,419.39876785,419.39876785,364,667.5550266,667.5550266,38.584783456,38.584783456,,,,,,,,,,,,,,,,,,,,,
10000,05117,,,,AR,Prairie County,,,,,,,,,,,,,,,,,,69858,39999,16308,16491,42.742420338,29859,4744,46167,66.086919179,2947036,29859,46167,39999,23691,23691,66.086919179,42.742420338,9750,14150,,
14150,05119,12181,7594,62.342993186,AR,Pulaski County,388752,0,4587,7594,4587,62.342993186,3665,2867,798,0,3961,3961,3633,8220,8220,32.517855677,32.517855677,,,,,,,,,,,,,,,,,,,,,
9750,05121,,,,AR,Randolph County,,,,,,,,,,,,,,,,,,69858,39999,16308,16491,42.742420338,29859,4744,46167,66.086919179,2947036,29859,46167,39999,23691,23691,66.086919179,42.742420338,9750,14150,,
9750,05123,1162.5743802,874.39387678,75.211865297,AR,St. Francis County,27642,0,288.18050338,874.39387678,288.18050338,75.211865297,476,292,184,0,398.39387678,398.39387678,476,764.18050338,764.18050338,34.26824843,34.26824843,,,,,,,,,,,,,,,,,,,,,
14150,05125,1213.4663406,851.41211162,70.163636446,AR,Saline County,111811,0,362.054229,851.41211162,362.054229,70.163636446,369,310,59,0,490.41211162,490.41211162,361,723.054229,723.054229,40.414150373,40.414150373,,,,,,,,,,,,,,,,,,,,,
9750,05127,,,,AR,Scott County,,,,,,,,,,,,,,,,,,69858,39999,16308,16491,42.742420338,29859,4744,46167,66.086919179,2947036,29859,46167,39999,23691,23691,66.086919179,42.742420338,9750,14150,,
9750,05129,,,,AR,Searcy County,,,,,,,,,,,,,,,,,,69858,39999,16308,16491,42.742420338,29859,4744,46167,66.086919179,2947036,29859,46167,39999,23691,23691,66.086919179,42.742420338,9750,14150,,
11300,05131,3020.1164046,2294.2483811,75.965561382,AR,Sebastian County,126801,0,725.86802344,2294.2483811,725.86802344,75.965561382,1165,1039,126,0,1129.2483811,1129.2483811,1165,1890.8680234,1890.8680234,37.390889286,37.390889286,,,,,,,,,,,,,,,,,,,,,
10400,05133,,,,AR,Sevier County,,,,,,,,,,,,,,,,,,69858,39999,16308,16491,42.742420338,29859,4744,46167,66.086919179,2947036,29859,46167,39999,23691,23691,66.086919179,42.742420338,9750,14150,,
9750,05135,,,,AR,Sharp County,,,,,,,,,,,,,,,,,,69858,39999,16308,16491,42.742420338,29859,4744,46167,66.086919179,2947036,29859,46167,39999,23691,23691,66.086919179,42.742420338,9750,14150,,
9750,05137,,,,AR,Stone County,,,,,,,,,,,,,,,,,,69858,39999,16308,16491,42.742420338,29859,4744,46167,66.086919179,2947036,29859,46167,39999,23691,23691,66.086919179,42.742420338,9750,14150,,
10850,05139,1337.4613779,1158.6685804,86.631928185,AR,Union County,40954,0,178.79279749,1158.6685804,178.79279749,86.631928185,498,498,0,0,660.66858038,660.66858038,498,676.79279749,676.79279749,49.397208122,49.397208122,,,,,,,,,,,,,,,,,,,,,
9750,05141,,,,AR,Van Buren County,,,,,,,,,,,,,,,,,,69858,39999,16308,16491,42.742420338,29859,4744,46167,66.086919179,2947036,29859,46167,39999,23691,23691,66.086919179,42.742420338,9750,14150,,
13300,05143,4964,1752,35.294117647,AR,Washington County,212238,0,3212,1752,3212,35.294117647,797,642,155,0,955,955,797,4009,4009,19.238517325,19.238517325,,,,,,,,,,,,,,,,,,,,,
10400,05145,1630.3387007,1258.7073848,77.205269324,AR,White County,78275,0,371.63131594,1258.7073848,371.63131594,77.205269324,551,455,96,0,710.70738479,710.70738479,548,919.63131594,919.63131594,43.592621857,43.592621857,,,,,,,,,,,,,,,,,,,,,
9750,05147,,,,AR,Woodruff County,,,,,,,,,,,,,,,,,,69858,39999,16308,16491,42.742420338,29859,4744,46167,66.086919179,2947036,29859,46167,39999,23691,23691,66.086919179,42.742420338,9750,14150,,
10200,05149,,,,AR,Yell County,,,,,,,,,,,,,,,,,,69858,39999,16308,16491,42.742420338,29859,4744,46167,66.086919179,2947036,29859,46167,39999,23691,23691,66.086919179,42.742420338,9750,14150,,
20300,06001,54253,31545,58.144250088,CA,Alameda County,1559308,0,22708,31545,22708,58.144250088,18762,16820,1942,0,12991,12991,18554,41262,41262,23.945219619,23.945219619,,,,,,,,,,,,,,,,,,,,,
11100,06003,,,,CA,Alpine County,,,,,,,,,,,,,,,,,,1042092,837042,180791,182782,19.676765583,205050,19357,385841,37.0256177,38066920,205050,385841,837042,656251,656251,37.0256177,19.676765583,11100,13100,,
12750,06005,,,,CA,Amador County,,,,,,,,,,,,,,,,,,1042092,837042,180791,182782,19.676765583,205050,19357,385841,37.0256177,38066920,205050,385841,837042,656251,656251,37.0256177,19.676765583,11100,13100,,
11100,06007,6985,1561,22.347888332,CA,Butte County,221578,0,5424,1561,5424,22.347888332,445,388,57,0,1116,1116,445,5869,5869,15.977093772,15.977093772,,,,,,,,,,,,,,,,,,,,,
11100,06009,,,,CA,Calaveras County,,,,,,,,,,,,,,,,,,1042092,837042,180791,182782,19.676765583,205050,19357,385841,37.0256177,38066920,205050,385841,837042,656251,656251,37.0256177,19.676765583,11100,13100,,
11100,06011,,,,CA,Colusa County,,,,,,,,,,,,,,,,,,1042092,837042,180791,182782,19.676765583,205050,19357,385841,37.0256177,38066920,205050,385841,837042,656251,656251,37.0256177,19.676765583,11100,13100,,
20300,06013,21642,13697,63.288975141,CA,Contra Costa County,1081232,0,7945,13697,7945,63.288975141,8208,7083,1125,0,5617,5617,8080,16025,16025,25.954163201,25.954163201,,,,,,,,,,,,,,,,,,,,,
11100,06015,874.42992918,480.70387626,54.973401552,CA,Del Norte County,28066,0,393.72605293,480.70387626,393.72605293,54.973401552,96,96,0,0,384.70387626,384.70387626,96,489.72605293,489.72605293,43.99482033,43.99482033,,,,,,,,,,,,,,,,,,,,,
15850,06017,2480,900,36.290322581,CA,El Dorado County,181465,0,1580,900,1580,36.290322581,324,324,0,0,576,576,324,1904,1904,23.225806452,23.225806452,,,,,,,,,,,,,,,,,,,,,
11300,06019,25350,7549,29.779092702,CA,Fresno County,948844,0,17801,7549,17801,29.779092702,3405,2968,437,0,4144,4144,3405,21206,21206,16.347140039,16.347140039,,,,,,,,,,,,,,,,,,,,,
11450,06021,,,,CA,Glenn County,,,,,,,,,,,,,,,,,,1042092,837042,180791,182782,19.676765583,205050,19357,385841,37.0256177,38066920,205050,385841,837042,656251,656251,37.0256177,19.676765583,11100,13100,,
11100,06023,5273,1259,23.876351223,CA,Humboldt County,134876,0,4014,1259,4014,23.876351223,337,303,34,0,922,922,337,4351,4351,17.485302484,17.485302484,,,,,,,,,,,,,,,,,,,,,
11100,06025,4140,1278,30.869565217,CA,Imperial County,177026,0,2862,1278,2862,30.869565217,673,527,146,0,605,605,673,3535,3535,14.61352657,14.61352657,,,,,,,,,,,,,,,,,,,,,
12050,06027,,,,CA,Inyo County,,,,,,,,,,,,,,,,,,1042092,837042,180791,182782,19.676765583,205050,19357,385841,37.0256177,38066920,205050,385841,837042,656251,656251,37.0256177,19.676765583,11100,13100,,
11600,06029,17459,3644,20.871756687,CA,Kern County,857730,0,13815,3644,13815,20.871756687,1386,1217,169,0,2258,2258,1386,15201,15201,12.933157684,12.933157684,,,,,,,,,,,,,,,,,,,,,
11100,06031,2544,997,39.190251572,CA,Kings County,151390,0,1547,997,1547,39.190251572,366,329,37,0,631,631,366,1913,1913,24.803459119,24.803459119,,,,,,,,,,,,,,,,,,,,,
11100,06033,1268.6696157,361.93938994,28.529050073,CA,Lake County,64209,0,906.7302258,361.93938994,906.7302258,28.529050073,56,56,0,0,305.93938994,305.93938994,56,962.7302258,962.7302258,24.114977307,24.114977307,,,,,,,,,,,,,,,,,,,,,
12150,06035,674.09970183,318.56895266,47.258432514,CA,Lassen County,33356,0,355.53074916,318.56895266,355.53074916,47.258432514,22,22,0,0,296.56895266,296.56895266,22,377.53074916,377.53074916,43.99482033,43.99482033,,,,,,,,,,,,,,,,,,,,,
15650,06037,383332,118114,30.812455,CA,Los Angeles County,9974203,0,265218,118114,265218,30.812455,64225,59194,5031,0,54245,54245,63869,329087,329087,14.150918786,14.150918786,,,,,,,,,,,,,,,,,,,,,
11300,06039,2232,665,29.79390681,CA,Madera County,152452,0,1567,665,1567,29.79390681,269,218,51,0,396,396,269,1836,1836,17.741935484,17.741935484,,,,,,,,,,,,,,,,,,,,,
22450,06041,5875,3303,56.221276596,CA,Marin County,256802,0,2572,3303,2572,56.221276596,1972,1708,264,0,1340,1340,1963,4535,4535,22.808510638,22.808510638,,,,,,,,,,,,,,,,,,,,,
11900,06043,,,,CA,Mariposa County,,,,,,,,,,,,,,,,,,1042092,837042,180791,182782,19.676765583,205050,19357,385841,37.0256177,38066920,205050,385841,837042,656251,656251,37.0256177,19.676765583,11100,13100,,
11600,06045,2036.3303843,766.06061006,37.619662113,CA,Mendocino County,87612,0,1270.2697742,766.06061006,1270.2697742,37.619662113,296,275,21,0,470.06061006,470.06061006,296,1566.2697742,1566.2697742,23.083710467,23.083710467,,,,,,,,,,,,,,,,,,,,,
11150,06047,5678,1421,25.026417753,CA,Merced County,261609,0,4257,1421,4257,25.026417753,640,566,74,0,781,781,640,4897,4897,13.754843255,13.754843255,,,,,,,,,,,,,,,,,,,,,
11100,06049,,,,CA,Modoc County,,,,,,,,,,,,,,,,,,1042092,837042,180791,182782,19.676765583,205050,19357,385841,37.0256177,38066920,205050,385841,837042,656251,656251,37.0256177,19.676765583,11100,13100,,
13100,06051,,,,CA,Mono County,,,,,,,,,,,,,,,,,,1042092,837042,180791,182782,19.676765583,205050,19357,385841,37.0256177,38066920,205050,385841,837042,656251,656251,37.0256177,19.676765583,11100,13100,,
15100,06053,7490.1026,2804.9547817,37.448816545,CA,Monterey County,424927,0,4685.1478183,2804.9547817,4685.1478183,37.448816545,1488,1302,186,0,1318.9547817,1318.9547817,1486,6171.1478183,6171.1478183,17.60930193,17.60930193,,,,,,,,,,,,,,,,,,,,,
16000,06055,2196,1161,52.868852459,CA,Napa County,139253,0,1035,1161,1035,52.868852459,579,579,0,0,582,582,579,1614,1614,26.50273224,26.50273224,,,,,,,,,,,,,,,,,,,,,
14650,06057,2026.8485165,759.92728792,37.493048037,CA,Nevada County,98606,0,1266.9212286,759.92728792,1266.9212286,37.493048037,82,82,0,0,677.92728792,677.92728792,82,1348.9212286,1348.9212286,33.447358419,33.447358419,,,,,,,,,,,,,,,,,,,,,
20900,06059,71254,23641,33.178488225,CA,Orange County,3086331,0,47613,23641,47613,33.178488225,12094,12094,0,0,11589,11589,12052,59665,59665,16.264350072,16.264350072,,,,,,,,,,,,,,,,,,,,,
15850,06061,3262,1556,47.700797057,CA,Placer County,361518,0,1706,1556,1706,47.700797057,692,692,0,0,864,864,692,2398,2398,26.486817903,26.486817903,,,,,,,,,,,,,,,,,,,,,
11500,06063,,,,CA,Plumas County,,,,,,,,,,,,,,,,,,1042092,837042,180791,182782,19.676765583,205050,19357,385841,37.0256177,38066920,205050,385841,837042,656251,656251,37.0256177,19.676765583,11100,13100,,
14200,06065,31695,10824,34.150496924,CA,Riverside County,2266899,0,20871,10824,20871,34.150496924,4677,4525,152,0,6147,6147,4677,25548,25548,19.394226219,19.394226219,,,,,,,,,,,,,,,,,,,,,
15850,06067,40354,14343,35.542944937,CA,Sacramento County,1450277,0,26011,14343,26011,35.542944937,8658,7018,1640,0,5694,5694,8649,34660,34660,14.11012539,14.11012539,,,,,,,,,,,,,,,,,,,,,
16150,06069,856.89740004,333.0452183,38.86640551,CA,San Benito County,56888,0,523.85218174,333.0452183,523.85218174,38.86640551,113,113,0,0,220.0452183,220.0452183,113,636.85218174,636.85218174,25.679295829,25.679295829,,,,,,,,,,,,,,,,,,,,,
