l30_4,county,Total,units_no_USDA,per100_no_USDA,abbrev,countyname,population,usda,state_flag,Gap_No_USDA,Units,Gap,per100,All_HUD,All_HUD_noPH,PH,over_flag,Units_No_HUD,Unitsnoasst,eli,gap_no_hud,gap_no_assisted,per100_no_HUD,per100_no_assisted,ST_Total,ST_Gap_No_assisted,ST_eli,eli_TPaff_noPH,ST_Per100_No_Assisted,ST_Unitsnoasst,puh_1_total,ST_Units_no_USDA,ST_Per100_No_USDA,ST_usda,ST_population,ST_Units_No_HUD,ST_Units,ST_Gap_No_HUD,ST_Gap_No_USDA,ST_Gap,ST_per100,ST_per100_No_HUD,ST_over_flag,MinEli,MaxEli,min_max_same
13500,21205,,,,KY,Rowan County,,,,,,,,,,,,,,,,,,,159747,107868,32429,32528,32.475727244,51879,14646,84308,52.775951974,5633,4383272,57512,89941,102235,75439,69806,56.302152779,36.001928049,0,13100,21400,
13100,21207,,,,KY,Russell County,,,,,,,,,,,,,,,,,,,159747,107868,32429,32528,32.475727244,51879,14646,84308,52.775951974,5633,4383272,57512,89941,102235,75439,69806,56.302152779,36.001928049,0,13100,21400,
20150,21209,,,,KY,Scott County,,,,,,,,,,,,,,,,,,,159747,107868,32429,32528,32.475727244,51879,14646,84308,52.775951974,5633,4383272,57512,89941,102235,75439,69806,56.302152779,36.001928049,0,13100,21400,
21350,21211,1519.506342,723.67666089,47.625774297,KY,Shelby County,43581,85,0,795.82968116,808.67666089,710.82968116,53.219696326,344,269,75,0,464.67666089,379.67666089,344,1054.8296812,1139.8296812,30.58076482,24.986842791,,,,,,,,,,,,,,,,,,,,,,
15500,21213,,,,KY,Simpson County,,,,,,,,,,,,,,,,,,,159747,107868,32429,32528,32.475727244,51879,14646,84308,52.775951974,5633,4383272,57512,89941,102235,75439,69806,56.302152779,36.001928049,0,13100,21400,
19150,21215,,,,KY,Spencer County,,,,,,,,,,,,,,,,,,,159747,107868,32429,32528,32.475727244,51879,14646,84308,52.775951974,5633,4383272,57512,89941,102235,75439,69806,56.302152779,36.001928049,0,13100,21400,
13850,21217,1388.2247191,832.80898876,59.990934991,KY,Taylor County,25059,31,0,555.41573034,863.80898876,524.41573034,62.224002849,532,328,204,0,331.80898876,300.80898876,532,1056.4157303,1087.4157303,23.901677027,21.668609169,,,,,,,,,,,,,,,,,,,,,,
14500,21219,,,,KY,Todd County,,,,,,,,,,,,,,,,,,,159747,107868,32429,32528,32.475727244,51879,14646,84308,52.775951974,5633,4383272,57512,89941,102235,75439,69806,56.302152779,36.001928049,0,13100,21400,
16250,21221,,,,KY,Trigg County,,,,,,,,,,,,,,,,,,,159747,107868,32429,32528,32.475727244,51879,14646,84308,52.775951974,5633,4383272,57512,89941,102235,75439,69806,56.302152779,36.001928049,0,13100,21400,
19150,21223,,,,KY,Trimble County,,,,,,,,,,,,,,,,,,,159747,107868,32429,32528,32.475727244,51879,14646,84308,52.775951974,5633,4383272,57512,89941,102235,75439,69806,56.302152779,36.001928049,0,13100,21400,
16500,21225,,,,KY,Union County,,,,,,,,,,,,,,,,,,,159747,107868,32429,32528,32.475727244,51879,14646,84308,52.775951974,5633,4383272,57512,89941,102235,75439,69806,56.302152779,36.001928049,0,13100,21400,
17200,21227,4938,2518,50.992304577,KY,Warren County,117169,0,0,2420,2518,2420,50.992304577,1324,952,372,0,1197,1197,1321,3741,3741,24.240583232,24.240583232,,,,,,,,,,,,,,,,,,,,,,
15300,21229,,,,KY,Washington County,,,,,,,,,,,,,,,,,,,159747,107868,32429,32528,32.475727244,51879,14646,84308,52.775951974,5633,4383272,57512,89941,102235,75439,69806,56.302152779,36.001928049,0,13100,21400,
13100,21231,,,,KY,Wayne County,,,,,,,,,,,,,,,,,,,159747,107868,32429,32528,32.475727244,51879,14646,84308,52.775951974,5633,4383272,57512,89941,102235,75439,69806,56.302152779,36.001928049,0,13100,21400,
19150,21233,,,,KY,Webster County,,,,,,,,,,,,,,,,,,,159747,107868,32429,32528,32.475727244,51879,14646,84308,52.775951974,5633,4383272,57512,89941,102235,75439,69806,56.302152779,36.001928049,0,13100,21400,
13100,21235,1087.1507441,1114.5228036,102.51777959,KY,Whitley County,35557,36,0,-27.37205953,1150.5228036,-63.37205953,100,809,604,205,1,341.52280365,305.52280365,809,745.62794047,781.62794047,31.414484651,28.103076349,,,,,,,,,,,,,,,,,,,,,,
13100,21237,,,,KY,Wolfe County,,,,,,,,,,,,,,,,,,,159747,107868,32429,32528,32.475727244,51879,14646,84308,52.775951974,5633,4383272,57512,89941,102235,75439,69806,56.302152779,36.001928049,0,13100,21400,
20150,21239,,,,KY,Woodford County,,,,,,,,,,,,,,,,,,,159747,107868,32429,32528,32.475727244,51879,14646,84308,52.775951974,5633,4383272,57512,89941,102235,75439,69806,56.302152779,36.001928049,0,13100,21400,
14100,22001,1871.3779784,1482.1647856,79.201786204,LA,Acadia Parish,62031,133,0,389.21319288,1615.1647856,256.21319288,86.308848569,830,533,297,0,785.16478555,652.16478555,830,1086.2131929,1219.2131929,41.95650449,34.849442126,,,,,,,,,,,,,,,,,,,,,,
14100,22003,,,,LA,Allen Parish,,,,,,,,,,,,,,,,,,,140164,96829,43453,43469,30.917353957,43335,12171,86788,61.918895009,6866,4601049,50201,93654,89963,53376,46510,66.817442425,35.815901373,0,14100,18850,
18850,22005,3063,1109,36.20633366,LA,Ascension Parish,112308,110,0,1954,1219,1844,39.797584068,359,272,87,0,860,750,359,2203,2313,28.077048645,24.485798237,,,,,,,,,,,,,,,,,,,,,,
16050,22007,,,,LA,Assumption Parish,,,,,,,,,,,,,,,,,,,140164,96829,43453,43469,30.917353957,43335,12171,86788,61.918895009,6866,4601049,50201,93654,89963,53376,46510,66.817442425,35.815901373,0,14100,18850,
14100,22009,1564.6963992,876.97387621,56.047542302,LA,Avoyelles Parish,41604,355,0,687.72252295,1231.9738762,332.72252295,78.735649732,315,133,182,0,916.97387621,561.97387621,315,647.72252295,1002.7225229,58.603948773,35.915841342,,,,,,,,,,,,,,,,,,,,,,
15900,22011,854.82225868,415.44517364,48.600182017,LA,Beauregard Parish,36109,0,0,439.37708504,415.44517364,439.37708504,48.600182017,189,41,148,0,226.44517364,226.44517364,189,628.37708504,628.37708504,26.49032256,26.49032256,,,,,,,,,,,,,,,,,,,,,,
14100,22013,,,,LA,Bienville Parish,,,,,,,,,,,,,,,,,,,140164,96829,43453,43469,30.917353957,43335,12171,86788,61.918895009,6866,4601049,50201,93654,89963,53376,46510,66.817442425,35.815901373,0,14100,18850,
16550,22015,2806.5476519,1601.2831492,57.055263183,LA,Bossier Parish,121918,62,0,1205.2645028,1663.2831492,1143.2645028,59.264382988,968,668,300,0,695.28314917,633.28314917,968,2111.2645028,2173.2645028,24.773609267,22.564489462,,,,,,,,,,,,,,,,,,,,,,
16550,22017,9449,6102,64.57826225,LA,Caddo Parish,255529,121,0,3347,6223,3226,65.858821039,3502,3058,444,0,2723,2602,3500,6726,6847,28.817864324,27.537305535,,,,,,,,,,,,,,,,,,,,,,
18150,22019,7413.3197311,5310.2872795,71.631704447,LA,Calcasieu Parish,194943,118,0,2103.0324516,5428.2872795,1985.0324516,73.223433986,2938,2158,780,0,2491.2872795,2373.2872795,2937,4922.0324516,5040.0324516,33.605555538,32.013825999,,,,,,,,,,,,,,,,,,,,,,
14750,22021,,,,LA,Caldwell Parish,,,,,,,,,,,,,,,,,,,140164,96829,43453,43469,30.917353957,43335,12171,86788,61.918895009,6866,4601049,50201,93654,89963,53376,46510,66.817442425,35.815901373,0,14100,18850,
18150,22023,,,,LA,Cameron Parish,,,,,,,,,,,,,,,,,,,140164,96829,43453,43469,30.917353957,43335,12171,86788,61.918895009,6866,4601049,50201,93654,89963,53376,46510,66.817442425,35.815901373,0,14100,18850,
14100,22025,,,,LA,Catahoula Parish,,,,,,,,,,,,,,,,,,,140164,96829,43453,43469,30.917353957,43335,12171,86788,61.918895009,6866,4601049,50201,93654,89963,53376,46510,66.817442425,35.815901373,0,14100,18850,
14100,22027,,,,LA,Claiborne Parish,,,,,,,,,,,,,,,,,,,140164,96829,43453,43469,30.917353957,43335,12171,86788,61.918895009,6866,4601049,50201,93654,89963,53376,46510,66.817442425,35.815901373,0,14100,18850,
14100,22029,,,,LA,Concordia Parish,,,,,,,,,,,,,,,,,,,140164,96829,43453,43469,30.917353957,43335,12171,86788,61.918895009,6866,4601049,50201,93654,89963,53376,46510,66.817442425,35.815901373,0,14100,18850,
16550,22031,848.17736572,533.07124861,62.849030187,LA,De Soto Parish,26968,275,0,315.1061171,808.07124861,40.106117102,95.271494062,301,190,111,0,507.07124861,232.07124861,301,341.1061171,616.1061171,59.783633602,27.361169726,,,,,,,,,,,,,,,,,,,,,,
18850,22033,16911,6971,41.221690024,LA,East Baton Rouge Parish,443598,212,0,9940,7183,9728,42.475311927,4676,3884,792,0,2508,2296,4675,14403,14615,14.830583644,13.576961741,,,,,,,,,,,,,,,,,,,,,,
14100,22035,,,,LA,East Carroll Parish,,,,,,,,,,,,,,,,,,,140164,96829,43453,43469,30.917353957,43335,12171,86788,61.918895009,6866,4601049,50201,93654,89963,53376,46510,66.817442425,35.815901373,0,14100,18850,
18850,22037,,,,LA,East Feliciana Parish,,,,,,,,,,,,,,,,,,,140164,96829,43453,43469,30.917353957,43335,12171,86788,61.918895009,6866,4601049,50201,93654,89963,53376,46510,66.817442425,35.815901373,0,14100,18850,
14100,22039,1336.0866477,877.81818182,65.700692639,LA,Evangeline Parish,33778,146,0,458.26846591,1023.8181818,312.26846591,76.628127641,603,400,203,0,420.81818182,274.81818182,603,915.26846591,1061.2684659,31.496324174,20.568889172,,,,,,,,,,,,,,,,,,,,,,
14100,22041,,,,LA,Franklin Parish,,,,,,,,,,,,,,,,,,,140164,96829,43453,43469,30.917353957,43335,12171,86788,61.918895009,6866,4601049,50201,93654,89963,53376,46510,66.817442425,35.815901373,0,14100,18850,
15700,22043,,,,LA,Grant Parish,,,,,,,,,,,,,,,,,,,140164,96829,43453,43469,30.917353957,43335,12171,86788,61.918895009,6866,4601049,50201,93654,89963,53376,46510,66.817442425,35.815901373,0,14100,18850,
15900,22045,1757.4049188,1562.6346247,88.917164617,LA,Iberia Parish,73735,96,0,194.77029416,1658.6346247,98.770294165,94.379764555,851,741,110,0,808.63462466,712.63462466,850,948.77029416,1044.7702942,46.012994273,40.550394336,,,,,,,,,,,,,,,,,,,,,,
15800,22047,,,,LA,Iberville Parish,,,,,,,,,,,,,,,,,,,140164,96829,43453,43469,30.917353957,43335,12171,86788,61.918895009,6866,4601049,50201,93654,89963,53376,46510,66.817442425,35.815901373,0,14100,18850,
15350,22049,,,,LA,Jackson Parish,,,,,,,,,,,,,,,,,,,140164,96829,43453,43469,30.917353957,43335,12171,86788,61.918895009,6866,4601049,50201,93654,89963,53376,46510,66.817442425,35.815901373,0,14100,18850,
18550,22051,11058.287518,6363.3045482,57.543308926,LA,Jefferson Parish,434528,0,0,4694.9829693,6363.3045482,4694.9829693,57.543308926,4478,4085,393,0,1886.3045482,1886.3045482,4477,9171.9829693,9171.9829693,17.057835991,17.057835991,,,,,,,,,,,,,,,,,,,,,,
14800,22053,,,,LA,Jefferson Davis Parish,,,,,,,,,,,,,,,,,,,140164,96829,43453,43469,30.917353957,43335,12171,86788,61.918895009,6866,4601049,50201,93654,89963,53376,46510,66.817442425,35.815901373,0,14100,18850,
18350,22055,7294,5310,72.799561283,LA,Lafayette Parish,228084,259,0,1984,5569,1725,76.350425007,2526,2043,483,0,3046,2787,2523,4248,4507,41.760350973,38.20948725,,,,,,,,,,,,,,,,,,,,,,
17500,22057,1309.9241058,653.93592535,49.921665116,LA,Lafourche Parish,97235,172,0,655.9881804,825.93592535,483.9881804,63.05219682,601,260,341,0,224.93592535,52.93592535,601,1084.9881804,1256.9881804,17.171676158,4.0411444539,,,,,,,,,,,,,,,,,,,,,,
14250,22059,,,,LA,LaSalle Parish,,,,,,,,,,,,,,,,,,,140164,96829,43453,43469,30.917353957,43335,12171,86788,61.918895009,6866,4601049,50201,93654,89963,53376,46510,66.817442425,35.815901373,0,14100,18850,
15450,22061,2993.1819006,1574.6838658,52.609026716,LA,Lincoln Parish,47243,165,0,1418.4980349,1739.6838658,1253.4980349,58.121555038,630,364,266,0,1109.6838658,944.68386577,630,1883.4980349,2048.4980349,37.073719627,31.561191305,,,,,,,,,,,,,,,,,,,,,,
18850,22063,3460.4587629,1351.757732,39.062963167,LA,Livingston Parish,132160,136,0,2108.7010309,1487.757732,1972.7010309,42.99307791,169,151,18,0,1318.757732,1182.757732,169,2141.7010309,2277.7010309,38.109332384,34.179217641,,,,,,,,,,,,,,,,,,,,,,
14100,22065,,,,LA,Madison Parish,,,,,,,,,,,,,,,,,,,140164,96829,43453,43469,30.917353957,43335,12171,86788,61.918895009,6866,4601049,50201,93654,89963,53376,46510,66.817442425,35.815901373,0,14100,18850,
14100,22067,1137.8566576,740.61345109,65.088466648,LA,Morehouse Parish,27319,213,0,397.24320652,953.61345109,184.24320652,83.807871994,191,191,0,0,762.61345109,549.61345109,191,375.24320652,588.24320652,67.021926355,48.302521008,,,,,,,,,,,,,,,,,,,,,,
14100,22069,2560.9061776,1565.8367429,61.143854337,LA,Natchitoches Parish,39359,121,0,995.06943465,1686.8367429,874.06943465,65.868744341,739,530,209,0,947.83674292,826.83674292,739,1613.0694346,1734.0694346,37.011771506,32.286881502,,,,,,,,,,,,,,,,,,,,,,
18550,22071,19607,18574,94.731473453,LA,Orleans Parish,368471,0,0,1033,18574,1033,94.731473453,15263,13783,1480,0,3312,3312,15262,16295,16295,16.891926353,16.891926353,,,,,,,,,,,,,,,,,,,,,,
15550,22073,7064,4457,63.094563986,LA,Ouachita Parish,155285,183,0,2607,4640,2424,65.685164213,3085,2392,693,0,1555,1372,3085,5509,5692,22.013023783,19.422423556,,,,,,,,,,,,,,,,,,,,,,
18550,22075,,,,LA,Plaquemines Parish,,,,,,,,,,,,,,,,,,,140164,96829,43453,43469,30.917353957,43335,12171,86788,61.918895009,6866,4601049,50201,93654,89963,53376,46510,66.817442425,35.815901373,0,14100,18850,
18850,22077,,,,LA,Pointe Coupee Parish,,,,,,,,,,,,,,,,,,,140164,96829,43453,43469,30.917353957,43335,12171,86788,61.918895009,6866,4601049,50201,93654,89963,53376,46510,66.817442425,35.815901373,0,14100,18850,
15700,22079,3598.2032646,1950.1607638,54.19818227,LA,Rapides Parish,132199,83,0,1648.0425008,2033.1607638,1565.0425008,56.504889088,1501,1006,495,0,533.16076378,450.16076378,1500,3065.0425008,3148.0425008,14.817416488,12.51070967,,,,,,,,,,,,,,,,,,,,,,
14100,22081,,,,LA,Red River Parish,,,,,,,,,,,,,,,,,,,140164,96829,43453,43469,30.917353957,43335,12171,86788,61.918895009,6866,4601049,50201,93654,89963,53376,46510,66.817442425,35.815901373,0,14100,18850,
14100,22083,,,,LA,Richland Parish,,,,,,,,,,,,,,,,,,,140164,96829,43453,43469,30.917353957,43335,12171,86788,61.918895009,6866,4601049,50201,93654,89963,53376,46510,66.817442425,35.815901373,0,14100,18850,
14350,22085,,,,LA,Sabine Parish,,,,,,,,,,,,,,,,,,,140164,96829,43453,43469,30.917353957,43335,12171,86788,61.918895009,6866,4601049,50201,93654,89963,53376,46510,66.817442425,35.815901373,0,14100,18850,
18550,22087,1285.1332398,912.28050491,70.987231256,LA,St. Bernard Parish,41114,0,0,372.85273492,912.28050491,372.85273492,70.987231256,460,460,0,0,452.28050491,452.28050491,460,832.85273492,832.85273492,35.193277311,35.193277311,,,,,,,,,,,,,,,,,,,,,,
18550,22089,,,,LA,St. Charles Parish,,,,,,,,,,,,,,,,,,,140164,96829,43453,43469,30.917353957,43335,12171,86788,61.918895009,6866,4601049,50201,93654,89963,53376,46510,66.817442425,35.815901373,0,14100,18850,
18850,22091,,,,LA,St. Helena Parish,,,,,,,,,,,,,,,,,,,140164,96829,43453,43469,30.917353957,43335,12171,86788,61.918895009,6866,4601049,50201,93654,89963,53376,46510,66.817442425,35.815901373,0,14100,18850,
18450,22093,,,,LA,St. James Parish,,,,,,,,,,,,,,,,,,,140164,96829,43453,43469,30.917353957,43335,12171,86788,61.918895009,6866,4601049,50201,93654,89963,53376,46510,66.817442425,35.815901373,0,14100,18850,
18550,22095,,,,LA,St. John the Baptist Parish,,,,,,,,,,,,,,,,,,,140164,96829,43453,43469,30.917353957,43335,12171,86788,61.918895009,6866,4601049,50201,93654,89963,53376,46510,66.817442425,35.815901373,0,14100,18850,
14100,22097,2958.9133523,1588.1818182,53.674495637,LA,St. Landry Parish,83518,426,0,1370.7315341,2014.1818182,944.73153409,68.071672887,1265,530,735,0,749.18181818,323.18181818,1265,2209.7315341,2635.7315341,25.319491617,10.922314367,,,,,,,,,,,,,,,,,,,,,,
18350,22099,,,,LA,St. Martin Parish,,,,,,,,,,,,,,,,,,,140164,96829,43453,43469,30.917353957,43335,12171,86788,61.918895009,6866,4601049,50201,93654,89963,53376,46510,66.817442425,35.815901373,0,14100,18850,
14100,22101,1386.1308471,790.8426298,57.053966546,LA,St. Mary Parish,53784,46,0,595.28821733,836.8426298,549.28821733,60.372556569,355,142,213,0,481.8426298,435.8426298,355,904.28821733,950.28821733,34.761698782,31.443108759,,,,,,,,,,,,,,,,,,,,,,
18550,22103,3453,1656,47.958297133,LA,St. Tammany Parish,239814,67,0,1797,1723,1730,49.898638865,725,604,121,0,998,931,725,2455,2522,28.902403707,26.962061975,,,,,,,,,,,,,,,,,,,,,,
15350,22105,2436.1976184,1181.8745883,48.513083641,LA,Tangipahoa Parish,124125,275,0,1254.3230301,1456.8745883,979.32303015,59.801166263,706,598,108,0,751.87458829,476.87458829,705,1684.3230301,1959.3230301,30.862627178,19.574544556,,,,,,,,,,,,,,,,,,,,,,
14100,22107,,,,LA,Tensas Parish,,,,,,,,,,,,,,,,,,,140164,96829,43453,43469,30.917353957,43335,12171,86788,61.918895009,6866,4601049,50201,93654,89963,53376,46510,66.817442425,35.815901373,0,14100,18850,
17500,22109,1997,1018,50.976464697,LA,Terrebonne Parish,112167,85,0,979,1103,894,55.232849274,645,332,313,0,458,373,645,1539,1624,22.934401602,18.678017026,,,,,,,,,,,,,,,,,,,,,,
15550,22111,,,,LA,Union Parish,,,,,,,,,,,,,,,,,,,140164,96829,43453,43469,30.917353957,43335,12171,86788,61.918895009,6866,4601049,50201,93654,89963,53376,46510,66.817442425,35.815901373,0,14100,18850,
16650,22113,1322.6220216,988.83521445,74.763250446,LA,Vermilion Parish,58784,166,0,333.78680712,1154.8352144,167.78680712,87.314077311,534,320,214,0,622.83521445,456.83521445,532,699.78680712,865.78680712,47.090945432,34.540118567,,,,,,,,,,,,,,,,,,,,,,
14200,22115,1095.7967354,390.83923622,35.667129092,LA,Vernon Parish,52844,34,0,704.95749923,424.83923622,670.95749923,38.769894313,188,103,85,0,236.83923622,202.83923622,188,858.95749923,892.95749923,21.613427797,18.510662576,,,,,,,,,,,,,,,,,,,,,,
14100,22117,,,,LA,Washington Parish,,,,,,,,,,,,,,,,,,,140164,96829,43453,43469,30.917353957,43335,12171,86788,61.918895009,6866,4601049,50201,93654,89963,53376,46510,66.817442425,35.815901373,0,14100,18850,
14200,22119,,,,LA,Webster Parish,,,,,,,,,,,,,,,,,,,140164,96829,43453,43469,30.917353957,43335,12171,86788,61.918895009,6866,4601049,50201,93654,89963,53376,46510,66.817442425,35.815901373,0,14100,18850,
18850,22121,,,,LA,West Baton Rouge Parish,,,,,,,,,,,,,,,,,,,140164,96829,43453,43469,30.917353957,43335,12171,86788,61.918895009,6866,4601049,50201,93654,89963,53376,46510,66.817442425,35.815901373,0,14100,18850,
14100,22123,,,,LA,West Carroll Parish,,,,,,,,,,,,,,,,,,,140164,96829,43453,43469,30.917353957,43335,12171,86788,61.918895009,6866,4601049,50201,93654,89963,53376,46510,66.817442425,35.815901373,0,14100,18850,
18850,22125,,,,LA,West Feliciana Parish,,,,,,,,,,,,,,,,,,,140164,96829,43453,43469,30.917353957,43335,12171,86788,61.918895009,6866,4601049,50201,93654,89963,53376,46510,66.817442425,35.815901373,0,14100,18850,
14100,22127,,,,LA,Winn Parish,,,,,,,,,,,,,,,,,,,140164,96829,43453,43469,30.917353957,43335,12171,86788,61.918895009,6866,4601049,50201,93654,89963,53376,46510,66.817442425,35.815901373,0,14100,18850,
17300,23001,4200,3284,78.19047619,ME,Androscoggin County,107470,157,0,916,3441,759,81.928571429,2234,1894,340,0,1208,1051,2233,2992,3149,28.761904762,25.023809524,,,,,,,,,,,,,,,,,,,,,,
16450,23003,2885.3137587,2100.9406402,72.814980134,ME,Aroostook County,70653,4692,0,784.37311851,6792.9406402,-3907.626881,100,999,811,188,1,5793.9406402,1101.9406402,999,-2908.626881,1783.3731185,200.80799264,38.191362617,,,,,,,,,,,,,,,,,,,,,,
22000,23005,12017.85372,9267.8729886,77.117538656,ME,Cumberland County,284351,1662,0,2749.9807319,10929.872989,1087.9807319,90.9469631,5044,3857,1187,0,5886.8729886,4224.8729886,5043,6130.9807319,7792.9807319,48.984395429,35.154970986,,,,,,,,,,,,,,,,,,,,,,
16450,23007,,,,ME,Franklin County,,,,,,,,,,,,,,,,,,,43960,27488,14523,14527,37.470427662,16472,2588,30995,70.507279345,14947,1328535,31419,45942,12541,12965,-1982,100,71.471792539,1,16450,20950,
19100,23009,1398.4890062,1030.9680446,73.720139381,ME,Hancock County,54581,506,0,367.52096159,1536.9680446,-138.4790384,100,542,405,137,1,994.96804456,488.96804456,542,403.52096159,909.52096159,71.145932516,34.964024916,,,,,,,,,,,,,,,,,,,,,,
18350,23011,3438,2155,62.681791739,ME,Kennebec County,121507,694,0,1283,2849,589,82.867946481,1622,1506,116,0,1228,534,1621,2210,2904,35.718440954,15.532286213,,,,,,,,,,,,,,,,,,,,,,
17500,23013,,,,ME,Knox County,,,,,,,,,,,,,,,,,,,43960,27488,14523,14527,37.470427662,16472,2588,30995,70.507279345,14947,1328535,31419,45942,12541,12965,-1982,100,71.471792539,1,16450,20950,
18950,23015,,,,ME,Lincoln County,,,,,,,,,,,,,,,,,,,43960,27488,14523,14527,37.470427662,16472,2588,30995,70.507279345,14947,1328535,31419,45942,12541,12965,-1982,100,71.471792539,1,16450,20950,
16450,23017,1868.3981687,1328.0931916,71.081914649,ME,Oxford County,57517,355,0,540.30497711,1683.0931916,185.30497711,90.082147359,577,577,0,0,1106.0931916,751.09319155,577,762.30497711,1117.3049771,59.200078982,40.199846272,,,,,,,,,,,,,,,,,,,,,,
16450,23019,3731,2887,77.378718842,ME,Penobscot County,153627,2670,0,844,5557,-1826,100,1944,1472,472,1,3613,943,1944,118,2788,96.837309032,25.274725275,,,,,,,,,,,,,,,,,,,,,,
16450,23021,,,,ME,Piscataquis County,,,,,,,,,,,,,,,,,,,43960,27488,14523,14527,37.470427662,16472,2588,30995,70.507279345,14947,1328535,31419,45942,12541,12965,-1982,100,71.471792539,1,16450,20950,
20950,23023,,,,ME,Sagadahoc County,,,,,,,,,,,,,,,,,,,43960,27488,14523,14527,37.470427662,16472,2588,30995,70.507279345,14947,1328535,31419,45942,12541,12965,-1982,100,71.471792539,1,16450,20950,
